Date,Gold,Silver,Platinum,Palladium
1968-05-09,39.7,2.319,0.0,0.0
1968-05-10,39.6,2.361,0.0,0.0
1968-05-13,39.5,2.359,0.0,0.0
1968-05-14,39.8,2.379,0.0,0.0
1968-05-15,40.25,2.401,0.0,0.0
1968-05-16,41.25,2.459,0.0,0.0
1968-05-17,41.5,2.505,0.0,0.0
1968-05-20,42.3,2.506,0.0,0.0
1968-05-21,42.4,2.554,0.0,0.0
1968-05-22,41.55,2.467,0.0,0.0
1968-05-23,41.4,2.48,0.0,0.0
1968-05-24,41.75,2.503,0.0,0.0
1968-05-27,41.5,2.515,0.0,0.0
1968-05-28,41.5,2.49,0.0,0.0
1968-05-29,41.6,2.416,0.0,0.0
1968-05-30,41.95,2.477,0.0,0.0
1968-05-31,41.95,2.483,0.0,0.0
1968-06-04,41.15,2.426,0.0,0.0
1968-06-05,41.2,2.421,0.0,0.0
1968-06-06,41.2,2.454,0.0,0.0
1968-06-07,41.25,2.478,0.0,0.0
1968-06-10,41.3,2.446,0.0,0.0
1968-06-11,41.55,2.506,0.0,0.0
1968-06-12,41.9,2.576,0.0,0.0
1968-06-13,41.3,2.52,0.0,0.0
1968-06-14,41.0,2.465,0.0,0.0
1968-06-17,40.7,2.432,0.0,0.0
1968-06-18,41.1,2.431,0.0,0.0
1968-06-19,41.4,2.534,0.0,0.0
1968-06-20,41.1,2.468,0.0,0.0
1968-06-21,41.05,2.449,0.0,0.0
1968-06-24,40.9,2.483,0.0,0.0
1968-06-25,40.95,2.512,0.0,0.0
1968-06-26,40.85,2.493,0.0,0.0
1968-06-27,40.9,2.492,0.0,0.0
1968-06-28,40.9,2.502,0.0,0.0
1968-07-01,40.8,2.512,0.0,0.0
1968-07-02,40.9,2.463,0.0,0.0
1968-07-03,41.05,2.489,0.0,0.0
1968-07-04,41.15,2.487,0.0,0.0
1968-07-05,41.0,2.472,0.0,0.0
1968-07-08,40.85,2.436,0.0,0.0
1968-07-09,39.8,2.319,0.0,0.0
1968-07-10,40.1,2.418,0.0,0.0
1968-07-11,39.1,2.369,0.0,0.0
1968-07-12,39.3,2.35,0.0,0.0
1968-07-15,39.2,2.392,0.0,0.0
1968-07-16,38.5,2.351,0.0,0.0
1968-07-17,37.75,2.303,0.0,0.0
1968-07-18,38.0,2.242,0.0,0.0
1968-07-19,38.7,2.331,0.0,0.0
1968-07-22,38.6,2.292,0.0,0.0
1968-07-23,39.0,2.292,0.0,0.0
1968-07-24,39.2,2.328,0.0,0.0
1968-07-25,38.9,2.283,0.0,0.0
1968-07-26,38.9,2.284,0.0,0.0
1968-07-29,39.1,2.276,0.0,0.0
1968-07-30,39.0,2.235,0.0,0.0
1968-07-31,38.85,2.285,0.0,0.0
1968-08-01,38.9,2.225,0.0,0.0
1968-08-02,38.85,2.245,0.0,0.0
1968-08-05,38.95,2.195,0.0,0.0
1968-08-06,38.7,2.185,0.0,0.0
1968-08-07,38.7,2.205,0.0,0.0
1968-08-08,38.45,2.165,0.0,0.0
1968-08-09,38.55,2.154,0.0,0.0
1968-08-12,38.6,2.125,0.0,0.0
1968-08-13,38.9,2.064,0.0,0.0
1968-08-14,38.95,2.193,0.0,0.0
1968-08-15,39.15,2.208,0.0,0.0
1968-08-16,39.15,2.203,0.0,0.0
1968-08-19,39.15,2.178,0.0,0.0
1968-08-20,39.55,2.243,0.0,0.0
1968-08-21,40.0,2.332,0.0,0.0
1968-08-22,39.75,2.24,0.0,0.0
1968-08-23,39.5,2.274,0.0,0.0
1968-08-26,39.5,2.239,0.0,0.0
1968-08-27,39.65,2.239,0.0,0.0
1968-08-28,39.6,2.218,0.0,0.0
1968-08-29,39.85,2.242,0.0,0.0
1968-08-30,39.8,2.239,0.0,0.0
1968-09-03,39.95,2.24,0.0,0.0
1968-09-04,39.9,2.255,0.0,0.0
1968-09-05,40.1,2.274,0.0,0.0
1968-09-06,39.9,2.264,0.0,0.0
1968-09-09,40.05,2.243,0.0,0.0
1968-09-10,40.03,2.168,0.0,0.0
1968-09-11,40.1,2.248,0.0,0.0
1968-09-12,40.1,2.198,0.0,0.0
1968-09-13,40.15,2.227,0.0,0.0
1968-09-16,40.3,2.207,0.0,0.0
1968-09-17,40.3,2.228,0.0,0.0
1968-09-18,40.5,2.245,0.0,0.0
1968-09-19,40.45,2.23,0.0,0.0
1968-09-20,40.4,2.24,0.0,0.0
1968-09-23,40.4,2.231,0.0,0.0
1968-09-24,40.45,2.22,0.0,0.0
1968-09-25,40.45,2.221,0.0,0.0
1968-09-26,40.45,2.19,0.0,0.0
1968-09-27,40.13,2.2,0.0,0.0
1968-09-30,39.6,2.171,0.0,0.0
1968-10-01,39.45,2.14,0.0,0.0
1968-10-02,38.9,2.091,0.0,0.0
1968-10-03,39.18,2.101,0.0,0.0
1968-10-04,39.05,2.085,0.0,0.0
1968-10-07,39.78,2.101,0.0,0.0
1968-10-08,39.6,2.086,0.0,0.0
1968-10-09,38.9,2.051,0.0,0.0
1968-10-10,39.05,2.011,0.0,0.0
1968-10-11,39.28,2.05,0.0,0.0
1968-10-14,39.3,2.03,0.0,0.0
1968-10-15,39.1,1.991,0.0,0.0
1968-10-16,38.95,1.921,0.0,0.0
1968-10-17,39.28,1.842,0.0,0.0
1968-10-18,39.1,1.872,0.0,0.0
1968-10-21,39.0,1.972,0.0,0.0
1968-10-22,39.05,1.877,0.0,0.0
1968-10-23,39.2,1.923,0.0,0.0
1968-10-24,39.2,1.898,0.0,0.0
1968-10-25,39.25,1.913,0.0,0.0
1968-10-28,39.48,1.913,0.0,0.0
1968-10-29,39.5,1.972,0.0,0.0
1968-10-30,39.2,1.958,0.0,0.0
1968-10-31,39.0,1.933,0.0,0.0
1968-11-01,39.18,1.903,0.0,0.0
1968-11-04,39.2,1.963,0.0,0.0
1968-11-05,39.43,1.981,0.0,0.0
1968-11-06,39.53,1.992,0.0,0.0
1968-11-07,39.3,1.957,0.0,0.0
1968-11-08,39.4,1.967,0.0,0.0
1968-11-11,39.55,2.002,0.0,0.0
1968-11-12,39.68,2.011,0.0,0.0
1968-11-13,39.88,2.061,0.0,0.0
1968-11-14,39.9,2.069,0.0,0.0
1968-11-15,40.0,2.086,0.0,0.0
1968-11-18,39.95,2.103,0.0,0.0
1968-11-19,40.23,2.085,0.0,0.0
1968-11-20,40.55,0.0,0.0,0.0
1968-11-21,40.25,0.0,0.0,0.0
1968-11-22,40.0,0.0,0.0,0.0
1968-11-25,40.1,2.105,0.0,0.0
1968-11-26,39.7,1.988,0.0,0.0
1968-11-27,39.9,1.92,0.0,0.0
1968-11-28,39.8,1.978,0.0,0.0
1968-11-29,39.85,1.968,0.0,0.0
1968-12-02,40.15,1.943,0.0,0.0
1968-12-03,40.28,1.947,0.0,0.0
1968-12-04,40.5,1.987,0.0,0.0
1968-12-05,40.35,2.001,0.0,0.0
1968-12-06,40.5,2.035,0.0,0.0
1968-12-09,40.6,2.036,0.0,0.0
1968-12-10,40.63,1.976,0.0,0.0
1968-12-11,40.95,2.019,0.0,0.0
1968-12-12,40.98,1.984,0.0,0.0
1968-12-13,41.0,1.987,0.0,0.0
1968-12-16,40.97,1.958,0.0,0.0
1968-12-17,41.23,1.962,0.0,0.0
1968-12-18,41.9,2.004,0.0,0.0
1968-12-19,41.73,2.004,0.0,0.0
1968-12-20,41.7,1.971,0.0,0.0
1968-12-23,41.6,1.966,0.0,0.0
1968-12-24,0.0,1.957,0.0,0.0
1968-12-27,41.75,1.937,0.0,0.0
1968-12-30,41.9,1.967,0.0,0.0
1968-12-31,41.9,1.947,0.0,0.0
1969-01-02,41.8,1.958,0.0,0.0
1969-01-03,42.05,1.967,0.0,0.0
1969-01-06,42.05,1.972,0.0,0.0
1969-01-07,42.1,1.977,0.0,0.0
1969-01-08,42.45,2.017,0.0,0.0
1969-01-09,42.5,2.007,0.0,0.0
1969-01-10,42.3,2.042,0.0,0.0
1969-01-13,42.1,2.016,0.0,0.0
1969-01-14,42.5,2.027,0.0,0.0
1969-01-15,42.7,2.038,0.0,0.0
1969-01-16,42.35,2.017,0.0,0.0
1969-01-17,42.2,1.994,0.0,0.0
1969-01-20,42.2,1.994,0.0,0.0
1969-01-21,42.48,2.015,0.0,0.0
1969-01-22,42.53,2.002,0.0,0.0
1969-01-23,42.05,1.982,0.0,0.0
1969-01-24,42.1,1.988,0.0,0.0
1969-01-27,42.2,1.999,0.0,0.0
1969-01-28,42.43,1.987,0.0,0.0
1969-01-29,42.5,1.981,0.0,0.0
1969-01-30,42.55,2.001,0.0,0.0
1969-01-31,42.54,2.001,0.0,0.0
1969-02-03,42.43,1.987,0.0,0.0
1969-02-04,42.5,1.991,0.0,0.0
1969-02-05,42.73,1.983,0.0,0.0
1969-02-06,42.63,1.922,0.0,0.0
1969-02-07,42.53,1.885,0.0,0.0
1969-02-10,42.45,1.883,0.0,0.0
1969-02-11,42.55,1.883,0.0,0.0
1969-02-12,42.5,1.873,0.0,0.0
1969-02-13,42.58,1.833,0.0,0.0
1969-02-14,42.5,1.77,0.0,0.0
1969-02-17,42.65,1.855,0.0,0.0
1969-02-18,42.58,1.804,0.0,0.0
1969-02-19,42.65,1.829,0.0,0.0
1969-02-20,42.63,1.843,0.0,0.0
1969-02-21,42.63,1.829,0.0,0.0
1969-02-24,42.7,1.833,0.0,0.0
1969-02-25,42.65,1.803,0.0,0.0
1969-02-26,42.7,1.799,0.0,0.0
1969-02-27,42.8,1.834,0.0,0.0
1969-02-28,42.7,1.825,0.0,0.0
1969-03-03,42.7,1.815,0.0,0.0
1969-03-04,42.85,1.797,0.0,0.0
1969-03-05,43.0,1.862,0.0,0.0
1969-03-06,43.25,1.886,0.0,0.0
1969-03-07,43.5,1.925,0.0,0.0
1969-03-10,43.83,1.901,0.0,0.0
1969-03-11,42.95,1.879,0.0,0.0
1969-03-12,42.85,1.833,0.0,0.0
1969-03-13,43.1,1.871,0.0,0.0
1969-03-14,43.0,1.836,0.0,0.0
1969-03-17,43.1,1.831,0.0,0.0
1969-03-18,43.0,1.813,0.0,0.0
1969-03-19,43.1,1.824,0.0,0.0
1969-03-20,43.2,1.813,0.0,0.0
1969-03-21,43.2,1.833,0.0,0.0
1969-03-24,43.35,1.846,0.0,0.0
1969-03-25,43.35,1.832,0.0,0.0
1969-03-26,43.43,1.82,0.0,0.0
1969-03-27,43.46,1.814,0.0,0.0
1969-03-28,43.23,1.83,0.0,0.0
1969-03-31,42.9,1.825,0.0,0.0
1969-04-01,43.15,1.814,0.0,0.0
1969-04-02,43.25,1.799,0.0,0.0
1969-04-03,43.38,1.835,0.0,0.0
1969-04-08,43.38,1.826,0.0,0.0
1969-04-09,43.4,1.802,0.0,0.0
1969-04-10,43.39,1.814,0.0,0.0
1969-04-11,43.4,1.801,0.0,0.0
1969-04-14,43.15,1.8,0.0,0.0
1969-04-15,42.98,1.797,0.0,0.0
1969-04-16,43.25,1.797,0.0,0.0
1969-04-17,43.2,1.807,0.0,0.0
1969-04-18,43.23,1.802,0.0,0.0
1969-04-21,43.15,1.8,0.0,0.0
1969-04-22,43.3,1.77,0.0,0.0
1969-04-23,43.35,1.785,0.0,0.0
1969-04-24,43.35,1.792,0.0,0.0
1969-04-25,43.3,1.782,0.0,0.0
1969-04-28,43.6,1.81,0.0,0.0
1969-04-29,43.5,1.794,0.0,0.0
1969-04-30,43.6,1.776,0.0,0.0
1969-05-01,43.6,1.778,0.0,0.0
1969-05-02,43.6,1.777,0.0,0.0
1969-05-05,43.5,1.769,0.0,0.0
1969-05-06,43.38,1.758,0.0,0.0
1969-05-07,43.6,1.807,0.0,0.0
1969-05-08,43.63,1.846,0.0,0.0
1969-05-09,43.53,1.817,0.0,0.0
1969-05-12,43.5,1.795,0.0,0.0
1969-05-13,43.5,1.749,0.0,0.0
1969-05-14,43.5,1.776,0.0,0.0
1969-05-15,43.5,1.761,0.0,0.0
1969-05-16,43.5,1.781,0.0,0.0
1969-05-19,43.5,1.761,0.0,0.0
1969-05-20,43.43,1.749,0.0,0.0
1969-05-21,43.45,1.759,0.0,0.0
1969-05-22,43.45,1.751,0.0,0.0
1969-05-23,43.5,1.758,0.0,0.0
1969-05-27,43.48,1.783,0.0,0.0
1969-05-28,43.33,1.767,0.0,0.0
1969-05-29,43.23,1.771,0.0,0.0
1969-05-30,43.08,1.772,0.0,0.0
1969-06-02,42.68,1.773,0.0,0.0
1969-06-03,42.29,1.773,0.0,0.0
1969-06-04,42.08,1.758,0.0,0.0
1969-06-05,41.6,1.766,0.0,0.0
1969-06-06,40.63,1.749,0.0,0.0
1969-06-09,41.25,1.722,0.0,0.0
1969-06-10,42.3,1.687,0.0,0.0
1969-06-11,41.4,1.684,0.0,0.0
1969-06-12,41.5,1.685,0.0,0.0
1969-06-13,41.6,1.686,0.0,0.0
1969-06-16,40.8,1.679,0.0,0.0
1969-06-17,41.45,1.593,0.0,0.0
1969-06-18,41.4,1.578,0.0,0.0
1969-06-19,41.45,1.603,0.0,0.0
1969-06-20,41.3,1.628,0.0,0.0
1969-06-23,41.3,1.566,0.0,0.0
1969-06-24,40.93,1.584,0.0,0.0
1969-06-25,40.9,1.587,0.0,0.0
1969-06-26,41.0,1.579,0.0,0.0
1969-06-27,41.1,1.559,0.0,0.0
1969-06-30,41.2,1.564,0.0,0.0
1969-07-01,41.15,1.595,0.0,0.0
1969-07-02,41.23,1.57,0.0,0.0
1969-07-03,41.55,1.573,0.0,0.0
1969-07-04,41.6,1.588,0.0,0.0
1969-07-07,41.85,1.594,0.0,0.0
1969-07-08,42.1,1.613,0.0,0.0
1969-07-09,41.83,1.618,0.0,0.0
1969-07-10,41.9,1.663,0.0,0.0
1969-07-11,41.89,1.631,0.0,0.0
1969-07-14,42.0,1.652,0.0,0.0
1969-07-15,42.0,1.683,0.0,0.0
1969-07-16,41.8,1.669,0.0,0.0
1969-07-17,41.98,1.636,0.0,0.0
1969-07-18,41.95,1.653,0.0,0.0
1969-07-21,42.0,1.668,0.0,0.0
1969-07-22,41.95,1.675,0.0,0.0
1969-07-23,41.8,1.66,0.0,0.0
1969-07-24,41.9,1.643,0.0,0.0
1969-07-25,41.85,1.645,0.0,0.0
1969-07-28,41.78,1.653,0.0,0.0
1969-07-29,41.5,1.621,0.0,0.0
1969-07-30,41.48,1.622,0.0,0.0
1969-07-31,41.39,1.629,0.0,0.0
1969-08-01,41.43,1.614,0.0,0.0
1969-08-04,41.3,1.617,0.0,0.0
1969-08-05,41.1,1.599,0.0,0.0
1969-08-06,41.0,1.614,0.0,0.0
1969-08-07,41.05,1.614,0.0,0.0
1969-08-08,41.15,1.624,0.0,0.0
1969-08-11,41.2,1.69,0.0,0.0
1969-08-12,41.1,1.654,0.0,0.0
1969-08-13,41.2,1.675,0.0,0.0
1969-08-14,41.19,1.707,0.0,0.0
1969-08-15,41.11,1.696,0.0,0.0
1969-08-18,41.13,1.68,0.0,0.0
1969-08-19,41.1,1.659,0.0,0.0
1969-08-20,41.1,1.686,0.0,0.0
1969-08-21,41.05,1.674,0.0,0.0
1969-08-22,41.05,1.683,0.0,0.0
1969-08-25,40.95,1.674,0.0,0.0
1969-08-26,40.88,1.663,0.0,0.0
1969-08-27,40.95,1.673,0.0,0.0
1969-08-28,40.95,1.664,0.0,0.0
1969-08-29,40.86,1.674,0.0,0.0
1969-09-02,40.73,1.688,0.0,0.0
1969-09-03,40.83,1.705,0.0,0.0
1969-09-04,40.93,1.705,0.0,0.0
1969-09-05,40.9,1.702,0.0,0.0
1969-09-08,40.91,1.728,0.0,0.0
1969-09-09,41.05,1.758,0.0,0.0
1969-09-10,40.95,1.754,0.0,0.0
1969-09-11,40.93,1.769,0.0,0.0
1969-09-12,41.05,1.804,0.0,0.0
1969-09-15,41.0,1.781,0.0,0.0
1969-09-16,41.0,1.768,0.0,0.0
1969-09-17,40.98,1.81,0.0,0.0
1969-09-18,40.85,1.79,0.0,0.0
1969-09-19,40.9,1.799,0.0,0.0
1969-09-22,40.88,1.818,0.0,0.0
1969-09-23,40.84,1.868,0.0,0.0
1969-09-24,40.84,1.891,0.0,0.0
1969-09-25,40.75,1.845,0.0,0.0
1969-09-26,40.75,1.831,0.0,0.0
1969-09-29,40.63,1.839,0.0,0.0
1969-09-30,40.68,1.876,0.0,0.0
1969-10-01,40.75,1.863,0.0,0.0
1969-10-02,40.88,1.894,0.0,0.0
1969-10-03,40.95,1.87,0.0,0.0
1969-10-06,40.75,1.825,0.0,0.0
1969-10-07,40.78,1.864,0.0,0.0
1969-10-08,40.73,1.823,0.0,0.0
1969-10-09,40.79,1.844,0.0,0.0
1969-10-10,40.73,1.84,0.0,0.0
1969-10-13,40.63,1.826,0.0,0.0
1969-10-14,40.7,1.825,0.0,0.0
1969-10-15,40.73,1.808,0.0,0.0
1969-10-16,40.63,1.843,0.0,0.0
1969-10-17,40.53,1.813,0.0,0.0
1969-10-20,40.35,1.854,0.0,0.0
1969-10-21,40.3,1.874,0.0,0.0
1969-10-22,40.05,1.846,0.0,0.0
1969-10-23,40.0,1.863,0.0,0.0
1969-10-24,40.05,1.853,0.0,0.0
1969-10-27,40.15,1.906,0.0,0.0
1969-10-28,40.05,1.885,0.0,0.0
1969-10-29,39.98,1.896,0.0,0.0
1969-10-30,39.93,1.927,0.0,0.0
1969-10-31,39.75,1.947,0.0,0.0
1969-11-03,39.55,1.996,0.0,0.0
1969-11-04,39.55,1.968,0.0,0.0
1969-11-05,39.4,1.993,0.0,0.0
1969-11-06,39.0,1.989,0.0,0.0
1969-11-07,38.53,1.964,0.0,0.0
1969-11-10,38.13,1.943,0.0,0.0
1969-11-11,38.35,1.957,0.0,0.0
1969-11-12,37.75,1.961,0.0,0.0
1969-11-13,37.8,1.932,0.0,0.0
1969-11-14,37.88,1.922,0.0,0.0
1969-11-17,37.83,1.921,0.0,0.0
1969-11-18,37.55,1.897,0.0,0.0
1969-11-19,36.65,1.877,0.0,0.0
1969-11-20,36.3,1.902,0.0,0.0
1969-11-21,36.13,1.896,0.0,0.0
1969-11-24,35.5,1.897,0.0,0.0
1969-11-25,35.45,1.868,0.0,0.0
1969-11-26,35.6,1.868,0.0,0.0
1969-11-27,35.55,1.882,0.0,0.0
1969-11-28,35.6,1.887,0.0,0.0
1969-12-01,35.55,1.907,0.0,0.0
1969-12-02,35.3,1.922,0.0,0.0
1969-12-03,35.38,1.908,0.0,0.0
1969-12-04,35.25,1.877,0.0,0.0
1969-12-05,35.2,1.852,0.0,0.0
1969-12-08,35.05,1.862,0.0,0.0
1969-12-09,35.0,1.812,0.0,0.0
1969-12-10,35.05,1.758,0.0,0.0
1969-12-11,35.2,1.767,0.0,0.0
1969-12-12,35.3,1.748,0.0,0.0
1969-12-15,35.13,1.758,0.0,0.0
1969-12-16,35.05,1.758,0.0,0.0
1969-12-17,35.08,1.733,0.0,0.0
1969-12-18,35.01,1.722,0.0,0.0
1969-12-19,35.0,1.738,0.0,0.0
1969-12-22,35.15,1.756,0.0,0.0
1969-12-23,35.11,1.774,0.0,0.0
1969-12-24,0.0,1.799,0.0,0.0
1969-12-29,35.2,1.824,0.0,0.0
1969-12-30,35.2,1.8,0.0,0.0
1969-12-31,35.2,1.791,0.0,0.0
1970-01-02,35.08,1.8,0.0,0.0
1970-01-05,35.18,1.831,0.0,0.0
1970-01-06,35.05,1.85,0.0,0.0
1970-01-07,35.0,1.825,0.0,0.0
1970-01-08,34.95,1.838,0.0,0.0
1970-01-09,34.9,1.837,0.0,0.0
1970-01-12,34.98,1.814,0.0,0.0
1970-01-13,34.89,1.829,0.0,0.0
1970-01-14,34.85,1.84,0.0,0.0
1970-01-15,34.8,1.875,0.0,0.0
1970-01-16,34.75,1.856,0.0,0.0
1970-01-19,34.75,1.87,0.0,0.0
1970-01-20,34.8,1.887,0.0,0.0
1970-01-21,34.85,1.866,0.0,0.0
1970-01-22,35.0,1.869,0.0,0.0
1970-01-23,34.99,1.878,0.0,0.0
1970-01-26,34.98,1.896,0.0,0.0
1970-01-27,35.0,1.881,0.0,0.0
1970-01-28,34.99,1.869,0.0,0.0
1970-01-29,35.01,1.921,0.0,0.0
1970-01-30,34.99,1.912,0.0,0.0
1970-02-02,34.99,1.894,0.0,0.0
1970-02-03,35.0,1.9,0.0,0.0
1970-02-04,35.0,1.923,0.0,0.0
1970-02-05,35.0,1.902,0.0,0.0
1970-02-06,35.0,1.898,0.0,0.0
1970-02-09,35.01,1.907,0.0,0.0
1970-02-10,35.03,1.908,0.0,0.0
1970-02-11,35.0,1.893,0.0,0.0
1970-02-12,35.0,1.89,0.0,0.0
1970-02-13,34.99,1.897,0.0,0.0
1970-02-16,34.99,1.901,0.0,0.0
1970-02-17,34.98,1.885,0.0,0.0
1970-02-18,34.95,1.866,0.0,0.0
1970-02-19,34.98,1.885,0.0,0.0
1970-02-20,34.99,1.877,0.0,0.0
1970-02-23,34.98,1.882,0.0,0.0
1970-02-24,34.99,1.882,0.0,0.0
1970-02-25,35.0,1.87,0.0,0.0
1970-02-26,35.0,1.875,0.0,0.0
1970-02-27,35.02,1.899,0.0,0.0
1970-03-02,35.0,1.891,0.0,0.0
1970-03-03,35.01,1.901,0.0,0.0
1970-03-04,34.98,1.897,0.0,0.0
1970-03-05,34.99,1.928,0.0,0.0
1970-03-06,34.95,1.902,0.0,0.0
1970-03-09,34.95,1.888,0.0,0.0
1970-03-10,34.96,1.885,0.0,0.0
1970-03-11,34.99,1.89,0.0,0.0
1970-03-12,34.99,1.88,0.0,0.0
1970-03-13,35.03,1.87,0.0,0.0
1970-03-16,35.05,1.874,0.0,0.0
1970-03-17,35.07,1.864,0.0,0.0
1970-03-18,35.13,1.857,0.0,0.0
1970-03-19,35.23,1.881,0.0,0.0
1970-03-20,35.14,1.869,0.0,0.0
1970-03-23,35.15,1.864,0.0,0.0
1970-03-24,35.22,1.856,0.0,0.0
1970-03-25,35.27,1.859,0.0,0.0
1970-03-26,35.31,1.875,0.0,0.0
1970-03-31,35.3,1.878,0.0,0.0
1970-04-01,35.38,1.876,0.0,0.0
1970-04-02,35.38,1.89,0.0,0.0
1970-04-03,35.34,1.878,0.0,0.0
1970-04-06,35.28,1.872,0.0,0.0
1970-04-07,35.3,1.859,0.0,0.0
1970-04-08,35.38,1.858,0.0,0.0
1970-04-09,35.39,1.857,0.0,0.0
1970-04-10,35.38,1.844,0.0,0.0
1970-04-13,35.4,1.855,0.0,0.0
1970-04-14,35.75,1.865,0.0,0.0
1970-04-15,35.6,1.855,0.0,0.0
1970-04-16,35.75,1.855,0.0,0.0
1970-04-17,35.75,1.865,0.0,0.0
1970-04-20,35.8,1.865,0.0,0.0
1970-04-21,35.88,1.86,0.0,0.0
1970-04-22,35.95,1.863,0.0,0.0
1970-04-23,35.85,1.855,0.0,0.0
1970-04-24,35.8,1.85,0.0,0.0
1970-04-27,35.74,1.837,0.0,0.0
1970-04-28,35.85,1.804,0.0,0.0
1970-04-29,35.85,1.749,0.0,0.0
1970-04-30,35.85,1.724,0.0,0.0
1970-05-01,35.88,1.734,0.0,0.0
1970-05-04,35.94,1.734,0.0,0.0
1970-05-05,36.22,1.653,0.0,0.0
1970-05-06,36.23,1.729,0.0,0.0
1970-05-07,36.23,1.699,0.0,0.0
1970-05-08,36.2,1.729,0.0,0.0
1970-05-11,36.1,1.749,0.0,0.0
1970-05-12,35.98,1.754,0.0,0.0
1970-05-13,35.95,1.719,0.0,0.0
1970-05-14,35.95,1.679,0.0,0.0
1970-05-15,35.98,1.684,0.0,0.0
1970-05-18,35.96,1.703,0.0,0.0
1970-05-19,35.97,1.69,0.0,0.0
1970-05-20,35.95,1.678,0.0,0.0
1970-05-21,35.93,1.641,0.0,0.0
